Comments,Target
['Mr mushroom is  Ivanka is a joke'],0
['26'],0
['Stop it laughing'],0
['Its so wired laughing'],1
['Bitch '],1
['This dude must be on cocaine wtf'],1
['Idk guys hes just fucking funny as shit just shouldnt be doing it as president'],1
['But the democrats dont have any problems with Biden the perv'],1
['Child I feel like hes molested her or something its weirddddd'],1
['Wtffff OMGGGGGGGGG abusive man'],1
['What is wrong with him'],1
['Oh yeah right I mean Whats NOT wrong with him'],1
['Yup yup'],0
['Any father who talks about their daughter like that is disgusting  No father whos got an actual brain wouldnt think twice about saying stuff like trump did about their daughter'],1
['Youre fake news Go fuck your dog'],1
['And this is yall president'],0
['Sweet home Alabama'],0
['Trump supporters be like hEs JuSTkiDding or ThIs DiDNt ReeaLly HaPPen'],0
['he has respect for women Yeahhh sure'],0
['What do trump supporters think about this one'],0
['Yo You can call your daughter pretty but this is WAAAAAAYYYY to far my guy'],0
['What a disgusting man'],1
['Imagine your mom saying if my son wasnt my son Id be dating him'],0
['i cant believe my mother supports this rapist'],1
['Shit Id slam'],1
['I guess hes just appealing to his voters'],0
['Still is still creepy and fully out of line even for 2020'],1
['But theres another massive revelation contained in the Times reporting that isnt getting nearly enough attention Trump wrote off 26 million in unexplained consulting fees between 2010 and 2018 with almost 750000 apparently going to his daughter Ivanka in one disclosure'],0
['Heres howthe Times explained the setupbolding is mine'],0
['So consider what we know according to the Times reporting'],0
['1 In at least two deals  hotels in Hawaii and Vancouver Ivanka Trump appears to have doubledipped  serving as both a project manager in her official capacity as a senior staffer for her fathers company and as a consultant to those same projects'],0
['2 In those deals Ivanka Trumps apparent categorization as a consultant allowed her father to write off threequarters of a million dollars The IRS allows consulting fees to be written off as business expenses'],0
['Donald Trumps tax returns reveal why he really ran for president'],0
['Which is well pretty bad The Trump Organizations lawyer offered no comment or explanation for the setup to the Times'],0
['But it appears as though the Times may only have found the tip of the iceberg here'],0
['Why Because of the 26 million that Trump wrote off as consulting fees between 2010 and 2018 none is allocated to any specific person or entity The Times figured out the 747622 payment by matching an amount paid in Trumps tax returns to the same sum reported by Ivanka Trump on her financial disclosure forms filed when she went to work in the White House in 2017'],0
['So we dont know who received the other 25ish million that Trump wrote off to consulting fees during that time Worth noting The Times reports that Trump wrote off roughly 20 of all income he made on projects over that time to consulting fees'],0
['Given the apparent payment to Ivanka Trump revealed by the Times however its not terribly farfetched to wonder whether all or much of those consulting fees went through a similar process Paid to one of Trumps offspring who were serving as both managers of these operations for the Trump Organization and as consultants to the projects as well'],0
['When asked for comment Ivanka Trumps office directed CNN to the Trump campaign whose spokesman Tim Murtaugh attacked the reporting as bogus but did not offer any explanation for the apparent payment'],0
['As of this writing Ivanka Trump hasnt commented on the 750000 she seems to have made in consulting fees on the hotel deals in Hawaii and Vancouver though the story did break over the Yom Kippur holiday She also hasnt explained whether this was a practice that she and her father engaged in regularly when it came to business deals'],0
['But she needs to'],0
['Its one thing to say Im so proud of my beautiful smart successful daughter or my daughter is a great role model for young women But this is just disgusting GET THIS MAN OUT OF OFFICE'],1
['Amazing what you find when you search Trump  incest'],1
['Ivanka is just as sick as her father Her reactions to his comments are NOT normal '],1
['donalds been sexualizing ivanka for 25 years  Hmmm'],1
['Is there any evidence ivana her mother put donald on notice about his creepy behaviour towards their daughter'],1
['laugh in swedish'],0
['Copied from another postThis woman from the carefully crafted voice to the flawless makeup and the controlled vapid expression was manufactured to be the perfect foil for men like her father Men who like to think of themselves as powerful must be surrounded by childwomen who are titillating without being sexual childlike without being infantile intellectualish without being opinionated soft of voice and demeanor so as to not appear aggressive or confrontational She must appear to be capable but yielding pretty within a prescribed construct of American beauty sanitized manicured color coordinated and coiffed preferably blond She knows her place and her joband if she wants to keep it she never strays too far from the tacit guidelines that have been inculcated in her from birth '],1
['Behold Ivanka Trump'],0
['This aint my president'],0
['Ivanka is stupid like her father she    laughed when Trump said sex I wouldnt be surprised if he molested her while growing up'],1
